ID,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
702316-4,1,0.11731844,0.041899441,0,0,0,0,0,0.019553073,0.033519553,0.20391061,0.019553073,0,0,0.025139665,0,0,0,0,0.022346369,0
702316-5,1,0.12044374,0.026941363,0.012678288,0,0,0.001584786,0.034865293,0.006339144,0,0.12044374,0.053882726,0.019017433,0,0.020602219,0,0,0,0.025356577,0,0
702316-6,1,0.11368421,0,0,0,0,0.002105263,0.04,0.00631579,0.018947368,0.050526316,0.035789474,0.010526316,0,0.17263158,0,0.016842105,0,0,0,0
702316-7,1,0.11538462,0.004807692,0,0,0.016025641,0,0.02724359,0.006410256,0.006410256,0.02724359,0,0.003205128,0,0.20192308,0.025641026,0.017628205,0,0.008012821,0,0
702316-8,1,0.12280702,0,0,0,0,0,0.03030303,0,0.004784689,0.049441786,0.007974482,0.015948963,0,0.18660287,0,0.027113238,0,0,0,0
702316-9,1,0.11722488,0,0,0.002392345,0,0,0.019138756,0.004784689,0.004784689,0.04784689,0,0.011961722,0,0.16985646,0.052631579,0,0,0,0,0
702317-1,1,0.061503417,0,0.018223235,0,0,0,0,0,0.004555809,0,0.027334852,0,0.39179954,0,0,0,0.002277904,0,0.002277904,0
702317-2,1,0.003838772,0.011516315,0,0,0.017274472,0,0,0.040307102,0,0,0.001919386,0,0.4049904,0,0,0,0.003838772,0.038387716,0.001919386,0
702317-3,1,0.07293666,0.005758157,0,0,0,0,0,0.038387716,0,0,0,0,0.36660269,0.001919386,0,0,0,0.001919386,0.003838772,0
702317-4,1,0.045454545,0,0,0.001818182,0.018181818,0.005454546,0,0.012727273,0,0,0,0.041818182,0.22181818,0,0,0.003636364,0.005454546,0.054545455,0,0
702317-5,1,0.04787234,0,0,0,0.027925532,0.002659575,0,0.001329787,0.002659575,0,0.001329787,0.019946809,0.34707447,0.001329787,0,0,0.009308511,0.006648936,0.010638298,0.002659575
702317-6,1,0.067698259,0,0,0,0,0.001934236,0,0,0,0,0,0.007736944,0.36750484,0.005802708,0,0,0.007736944,0,0,0
702317-7,1,0.070809249,0.005780347,0.001445087,0,0,0,0.01300578,0,0.007225434,0,0.005780347,0.018786127,0.34537572,0,0.005780347,0,0,0.01734104,0,0
702317-8,1,0.05664488,0,0,0,0,0.034858388,0.002178649,0.023965142,0,0.006535948,0,0.006535948,0.23529412,0,0.004357299,0,0.045751634,0,0.023965142,0.058823529
702317-9,1,0.091269841,0,0,0,0,0.007936508,0,0,0.001984127,0.007936508,0.003968254,0,0.31746032,0,0,0,0.015873016,0.005952381,0,0
702317-10,1,0.057627119,0.005084746,0.016949153,0,0,0.001694915,0,0,0.001694915,0.005084746,0.006779661,0.03559322,0.35423729,0.006779661,0,0,0,0,0,0.011864407
702317-11,1,0.10810811,0.013513514,0,0,0,0,0,0,0.040540541,0,0,0,0.2972973,0,0,0,0,0,0,0
702317-12,1,0.099206349,0,0,0.005952381,0,0,0,0.003968254,0,0,0,0.003968254,0.30555556,0,0,0,0,0.021825397,0.001984127,0.009920635
711913-1,2,0.10285714,0,0.05,0,0.032857143,0.024285714,0.011428571,0.004285714,0,0.038571429,0.002857143,0.031428571,0,0,0.012857143,0,0.007142857,0.067142857,0,0.018571429
711913-1,2,0.1734375,0,0.090625,0,0,0.046875,0,0,0,0.025,0.0109375,0.009375,0,0,0,0.0109375,0,0.009375,0,0.0484375
711913-3,2,0.14397496,0,0.034428795,0.010954617,0,0,0,0.004694836,0.014084507,0.023474178,0,0,0,0.015649452,0.001564945,0.075117371,0.018779343,0,0.020344288,0.093896714
711913-4,2,0.14092664,0.013513514,0.019305019,0,0.013513514,0,0,0,0,0,0,0.005791506,0.001930502,0.057915058,0.019305019,0.034749035,0.003861004,0,0.001930502,0.11583012
711913-5,2,0.17222222,0,0.055555556,0,0.008333333,0,0,0.008333333,0.008333333,0.052777778,0,0.008333333,0,0.038888889,0,0.038888889,0,0,0.005555556,0.033333333
711913-6,2,0.13082437,0.001792115,0.071684588,0.023297491,0,0,0.017921147,0.008960574,0,0,0,0.037634409,0,0.001792115,0.003584229,0.019713262,0,0.019713262,0.041218638,0.084229391
711913-7,2,0.1092233,0,0.046116505,0,0.002427185,0.029126214,0,0.004854369,0,0,0,0.087378641,0,0.041262136,0.060679612,0.024271845,0,0,0,0.033980583
711913-8,2,0.16891892,0,0.064864865,0,0,0.010810811,0,0,0.016216216,0.025675676,0.005405405,0.024324324,0,0.014864865,0.001351351,0.014864865,0.002702703,0,0,0.082432432
711913-9,2,0.16312057,0.003546099,0.070921986,0,0.014184397,0.014184397,0.028368794,0,0,0.028368794,0,0,0,0,0.021276596,0,0,0,0,0.04964539
711914-1,2,0.097727273,0.036363636,0.006818182,0,0.15454545,0.002272727,0,0,0,0.004545455,0,0.031818182,0,0,0,0.068181818,0,0.006818182,0.025,0
711914-2,2,0.12410072,0.019784173,0,0.001798561,0.18345324,0,0.008992806,0.010791367,0,0,0,0,0.019784173,0,0.014388489,0.04676259,0,0,0.010791367,0
711914-3,2,0.090439276,0.018087855,0,0,0.26098191,0,0,0.007751938,0,0.007751938,0,0,0,0.025839793,0.002583979,0.015503876,0.002583979,0.041343669,0,0
711914-3,2,0.031932773,0,0,0.011764706,0.016806723,0.001680672,0.003361345,0.023529412,0,0.001680672,0,0.010084034,0,0,0,0,0,0.25210084,0,0
711914-4,2,0.022292994,0,0,0,0.063694268,0,0,0.063694268,0.003184713,0,0,0.047770701,0.01910828,0,0.003184713,0,0,0.15923567,0,0
711914-5,2,0.054945055,0,0.004709576,0.04866562,0.029827316,0,0.001569859,0.014128728,0,0,0,0.026687598,0.003139717,0,0,0.010989011,0,0.15541601,0,0
711914-6,2,0.046218487,0.018907563,0.004201681,0.021008403,0.027310924,0,0,0.008403361,0,0.008403361,0.00210084,0.039915966,0.006302521,0.006302521,0,0,0,0.1512605,0.008403361,0
711914-7,2,0.064257028,0,0,0,0,0,0.016064257,0,0,0,0.002008032,0.026104418,0.012048193,0.004016064,0.032128514,0,0,0.19277108,0,0
711914-8,2,0.057692308,0.023076923,0,0,0.10769231,0,0.007692308,0.026923077,0,0,0,0,0.021153846,0,0.013461538,0,0,0.13269231,0.001923077,0
711914-9,2,0.04517134,0.018691589,0,0.015576324,0.17601246,0,0,0.028037383,0,0,0,0.007788162,0.023364486,0,0.018691589,0,0.012461059,0.088785047,0,0
711914-10,2,0.066666667,0,0,0,0.10666667,0.042666667,0,0,0,0,0.010666667,0.021333333,0.029333333,0,0,0,0,0.136,0,0
711914-11,2,0.089201878,0.002347418,0.004694836,0,0.2629108,0,0.009389671,0,0.002347418,0.025821596,0,0,0.042253521,0,0,0,0,0.025821596,0,0
711914-12,2,0.095238095,0,0,0.045918367,0.076530612,0,0,0,0,0.030612245,0,0,0,0.00170068,0,0,0,0.15136054,0,0
711914-13,2,0.15467626,0,0,0,0.15827338,0.039568345,0.003597122,0.007194245,0,0,0,0,0,0.017985612,0,0,0,0.057553957,0,0.007194245
711914-14,2,0.11444653,0,0,0,0.12382739,0.031894934,0.005628518,0.001876173,0,0,0.018761726,0,0.022514071,0.009380863,0,0.00750469,0.001876173,0.08630394,0,0
711914-15,2,0.11397059,0,0,0,0.13051471,0,0.012867647,0.023897059,0,0,0,0,0,0,0.005514706,0,0.001838235,0.09375,0,0.033088235
711915-1,2,0.077540107,0.045454545,0.005347594,0,0.056149733,0.005347594,0,0,0.016042781,0.016042781,0.013368984,0.018716578,0,0,0,0.23262032,0,0.002673797,0.002673797,0.016042781
711915-2,2,0.077844311,0.075848303,0.027944112,0,0.01996008,0,0,0.007984032,0.0499002,0,0,0.007984032,0,0,0,0.17964072,0.007984032,0.005988024,0,0.005988024
711915-3,2,0.13272727,0.003636364,0,0,0,0,0.018181818,0.014545455,0,0.010909091,0,0,0.001818182,0.003636364,0.06,0.20545455,0,0.007272727,0,0
711915-4,2,0.13759214,0.071253071,0,0,0,0,0,0,0.002457003,0.014742015,0.00982801,0.044226044,0,0,0,0.22850123,0,0,0,0.014742015
711915-5,2,0.064935065,0,0,0,0.053571429,0,0,0,0,0,0,0.037337662,0.011363636,0.00487013,0,0.29383117,0.006493507,0,0,0.019480519
711915-7,2,0.10362694,0.010362694,0,0.001727116,0.031088083,0,0.001727116,0.001727116,0.010362694,0.003454231,0.02417962,0.005181347,0,0.001727116,0.025906736,0.25561313,0,0,0.005181347,0
711915-8,2,0.071264368,0,0.002298851,0.009195402,0.071264368,0,0.013793103,0.002298851,0.002298851,0.002298851,0.002298851,0.027586207,0,0.034482759,0.029885057,0.1862069,0,0,0,0
711915-9,2,0.092979127,0,0,0,0.013282732,0,0.017077799,0,0,0,0.034155598,0.030360531,0,0.009487666,0.017077799,0.27134725,0.001897533,0,0,0
711915-10,2,0.11304348,0.02826087,0,0,0.004347826,0,0,0,0,0.063043478,0.02826087,0.019565217,0,0,0.02173913,0.20652174,0,0,0,0.013043478
711915-11,2,0.10614525,0,0,0.027932961,0,0.016759777,0,0,0,0.005586592,0.044692737,0.005586592,0.005586592,0.039106145,0,0.25139665,0,0,0.016759777,0
711915-1,2,0.14933333,0,0,0,0,0,0.005333333,0,0.008,0,0.38,0,0,0.004,0,0,0.002666667,0,0.004,0.022666667
711915-2,2,0.16470588,0,0,0,0,0,0.001680672,0,0,0,0.30252101,0.001680672,0,0.01512605,0,0.006722689,0,0,0,0
711915-3,2,0.11352254,0,0.026711185,0,0,0.013355593,0,0,0.021702838,0.023372287,0.31051753,0.010016694,0,0.041736227,0.001669449,0,0.001669449,0,0,0
711915-4,2,0.057761733,0,0,0,0,0.005415163,0.003610108,0.007220217,0.027075812,0.009025271,0.40252708,0,0,0.010830325,0.010830325,0,0,0,0,0
711915-5,2,0.063366337,0.001980198,0.001980198,0,0,0,0.007920792,0,0,0.051485149,0.37425743,0,0,0,0.011881188,0.001980198,0,0,0.017821782,0
711915-6,2,0.074681239,0.007285975,0,0,0,0,0,0,0.012750455,0,0.35701275,0,0,0.018214936,0,0,0,0.007285975,0.018214936,0.003642987
711915-7,2,0.11217184,0.002386635,0,0,0,0.011933174,0,0.014319809,0.00477327,0,0.40095465,0.011933174,0,0,0,0,0,0,0,0
711915-8,2,0.084175084,0.003367003,0,0.008417508,0,0,0.016835017,0.013468013,0.023569024,0,0.28114478,0,0,0.001683502,0.042087542,0.006734007,0,0.013468013,0,0
711915-9,2,0.075789474,0.00631579,0,0.012631579,0,0,0,0,0.00631579,0.018947368,0.34105263,0.014736842,0,0,0.010526316,0,0,0,0.016842105,0
711915-10,2,0.087318087,0,0,0,0,0,0,0.043659044,0.002079002,0,0.33056133,0,0.016632017,0.002079002,0.016632017,0,0,0.035343035,0.008316008,0
711915-11,2,0.080103359,0.002583979,0,0,0.033591731,0.012919897,0,0.062015504,0.015503876,0.041343669,0.29198966,0.002583979,0,0,0,0.007751938,0,0.025839793,0,0.002583979
711915-12,2,0.12603306,0,0,0,0,0,0,0.01446281,0,0.016528926,0.33677686,0.01446281,0,0.030991736,0.002066116,0,0,0,0,0
711917-1,2,0.12888889,0.004444444,0,0.006666667,0.008888889,0,0,0,0,0,0,0,0.008888889,0.017777778,0,0.026666667,0.006666667,0,0.006666667,0.29111111
711917-2,2,0.15250545,0.006535948,0,0,0,0,0.010893246,0,0,0,0,0.008714597,0.008714597,0.002178649,0,0,0,0.002178649,0,0.33769063
711917-3,2,0.15825688,0.004587156,0.006880734,0.004587156,0,0.01146789,0.009174312,0,0.01146789,0.009174312,0.004587156,0.006880734,0,0,0,0,0.064220183,0,0.020642202,0.21100917
711917-4,2,0.11483254,0.12440191,0.009569378,0,0,0,0,0,0,0,0.007177034,0,0,0.014354067,0.011961722,0,0,0,0,0.20334928
711917-5,2,0.11324376,0.11132438,0.011516315,0,0,0.001919386,0,0,0.013435701,0,0.005758157,0,0.02303263,0.007677543,0,0,0.013435701,0.005758157,0.003838772,0.18809981
711917-6,2,0.11965812,0.14529915,0,0.005128205,0,0,0.001709402,0,0,0,0,0,0.011965812,0,0.011965812,0.023931624,0.017094017,0,0,0.10598291
711917-7,2,0.117506,0.050359712,0,0,0.019184652,0,0,0,0.03117506,0.004796163,0,0,0,0,0,0,0.023980815,0,0,0.1942446
711917-8,2,0.11886792,0.073584906,0,0.009433962,0,0,0,0.001886793,0.018867925,0.00754717,0,0.009433962,0.013207547,0,0,0,0.009433962,0,0,0.18113208
711917-9,2,0.097323601,0.10462287,0,0,0.00486618,0,0.00486618,0,0,0.00243309,0,0,0.02676399,0.02676399,0,0,0,0,0,0.2189781
711917-10,2,0.13430127,0.056261343,0.003629764,0.00907441,0,0.001814882,0,0,0.025408348,0,0,0,0.01814882,0,0,0.007259528,0.001814882,0,0,0.20689655
711917-11,2,0.13240418,0.076655052,0,0,0,0,0,0,0.013937282,0.013937282,0,0,0.012195122,0,0,0,0.017421603,0,0.003484321,0.16898955
711917-12,2,0.14490161,0.073345259,0,0.001788909,0,0,0.026833631,0,0.003577818,0,0.003577818,0,0.010733453,0,0,0,0,0,0.003577818,0.21288014
711917-13,2,0.10688406,0.054347826,0,0,0,0.009057971,0.003623188,0,0,0,0,0.005434783,0,0,0,0.019927536,0.014492754,0,0,0.24275362
711917-14,2,0.16826923,0.051282051,0.051282051,0,0,0.001602564,0,0,0.001602564,0,0,0,0,0,0,0.001602564,0.004807692,0,0.003205128,0.19711538
711917-15,2,0.097493036,0.10027855,0,0,0,0,0.005571031,0.008356546,0,0.04735376,0.022284123,0.005571031,0,0,0,0,0,0,0,0.23955432
730651-1,3,0.11219512,0.041463415,0,0,0,0.009756098,0.012195122,0,0,0,0.017073171,0.002439024,0,0.30487805,0,0.03902439,0,0,0,0
730651-2,3,0.15361446,0.009036145,0,0,0,0.021084337,0.006024096,0.003012048,0,0.003012048,0,0.015060241,0,0.26807229,0,0.018072289,0,0,0,0.030120482
730651-3,3,0.14231499,0.007590133,0,0,0.009487666,0,0,0.001897533,0,0.001897533,0.034155598,0.003795066,0.003795066,0.17836812,0.001897533,0.070208729,0,0,0.003795066,0.045540797
730651-4,3,0.12403101,0,0,0,0,0,0.001550388,0,0,0.009302326,0,0.020155039,0,0.30852713,0,0.003100775,0.00620155,0.004651163,0,0.003100775
730651-5,3,0.094138544,0,0,0,0,0,0.007104796,0,0.014209591,0,0.010657194,0.007104796,0,0.31616341,0.037300178,0,0.024866785,0,0,0
730651-6,3,0.10707071,0,0.018181818,0,0.016161616,0,0,0,0.002020202,0,0,0.038383838,0,0.28686869,0.018181818,0.01010101,0,0.002020202,0,0
730651-7,3,0.095315024,0.022617124,0,0.001615509,0,0,0.001615509,0,0.006462036,0,0.001615509,0.021001616,0,0.33117932,0.017770598,0.003231018,0,0,0,0
730651-8,3,0.098196393,0.006012024,0,0,0.008016032,0,0,0.004008016,0,0,0.002004008,0,0,0.39278557,0.002004008,0,0.004008016,0,0,0
730651-9,3,0.095588235,0,0,0.014705882,0.005882353,0,0.001470588,0,0.002941177,0,0,0.035294118,0,0.32352941,0.025,0,0,0.005882353,0.004411765,0
730651-10,3,0.087719298,0,0,0,0,0.005263158,0,0,0,0.019298246,0,0.005263158,0,0.38947368,0.007017544,0.01754386,0,0,0,0
730651-11,3,0.041144902,0,0.001788909,0.016100179,0,0,0.025044723,0.001788909,0,0,0.003577818,0,0,0.36314848,0.050089445,0.016100179,0,0,0.001788909,0
730651-12,3,0.060796646,0.008385744,0,0,0,0,0.014675052,0.008385744,0,0.002096436,0,0,0,0.36477987,0.020964361,0.01048218,0,0,0,0
730651-13,3,0.097637795,0,0,0,0.011023622,0,0,0,0,0,0,0,0,0.3023622,0.040944882,0,0.003149606,0.012598425,0,0.003149606
730651-14,3,0.074141049,0,0,0,0,0.009041591,0,0,0,0.005424955,0,0.023508137,0,0.36708861,0.001808318,0,0,0,0,0
730651-15,3,0.15360502,0,0,0,0,0,0,0,0,0,0,0.012539185,0,0.2539185,0,0.047021944,0,0,0,0.006269593
730658-1,3,0.068143101,0.001703578,0.008517888,0,0,0,0.011925043,0,0,0.001703578,0,0.04088586,0,0.069846678,0.010221465,0.35264055,0,0,0,0
730658-2,3,0.085284281,0.003344482,0,0.008361204,0,0.003344482,0.045150502,0,0,0.016722408,0,0.010033445,0,0.050167224,0.035117057,0.26086957,0,0,0.003344482,0.001672241
730658-3,3,0.077155825,0,0,0,0.012102874,0,0.02269289,0.006051437,0.007564297,0.024205749,0.015128593,0.033282905,0.001512859,0.028744327,0,0.30711044,0,0.015128593,0,0
730658-4,3,0.098196393,0.01002004,0,0.008016032,0,0,0,0,0,0,0,0,0,0.018036072,0.04008016,0.34869739,0,0,0.002004008,0
730658-5,3,0.12359551,0,0,0.02247191,0,0,0,0,0,0.015730337,0.002247191,0.015730337,0,0,0.011235955,0.32359551,0,0,0,0.006741573
730658-6,3,0.091065292,0,0,0.001718213,0,0.013745704,0.018900344,0.003436426,0,0.003436426,0.010309278,0.001718213,0.005154639,0.049828179,0.017182131,0.31271478,0,0.006872852,0,0
730658-7,3,0.087301587,0,0,0,0.001984127,0.007936508,0.015873016,0,0,0.057539683,0.015873016,0.021825397,0.035714286,0.055555556,0,0.23015873,0,0,0,0
730658-8,3,0.089320388,0,0.015533981,0.001941748,0,0,0,0.052427184,0,0,0,0.00776699,0,0.13203883,0,0.15728155,0.003883495,0.015533981,0.003883495,0.009708738
730658-9,3,0.060903733,0.003929273,0,0,0.003929273,0.003929273,0.011787819,0,0,0.017681729,0.007858546,0,0.001964637,0.074656189,0.007858546,0.30451866,0,0,0,0
730658-10,3,0.054347826,0,0.00931677,0.020186335,0.00621118,0,0.02484472,0.010869565,0,0,0,0.048136646,0,0.026397516,0,0.25621118,0,0.004658385,0,0.054347826
730655-1,3,0.10991379,0,0,0.10344828,0,0,0.11206897,0,0.012931034,0,0,0.002155172,0,0.00862069,0.049568966,0.099137931,0,0,0,0.038793103
730655-2,3,0.10159652,0,0,0.14513788,0.021770682,0,0.13497823,0,0,0.001451379,0,0.023222061,0,0.004354136,0.013062409,0.03628447,0,0,0,0
730655-3,3,0.10526316,0.034586466,0,0.12180451,0,0.003007519,0.045112782,0,0,0,0,0.010526316,0,0.004511278,0.010526316,0.10225564,0,0.003007519,0.001503759,0.02406015
730655-4,3,0.027600849,0,0,0.34394904,0,0,0,0,0.012738854,0.004246285,0.016985138,0.010615711,0,0.038216561,0,0.002123142,0,0.002123142,0,0
730655-5,3,0.080424886,0,0.001517451,0.30955994,0,0,0.010622155,0,0,0,0,0.004552352,0.001517451,0.02124431,0.004552352,0.027314112,0,0,0,0
730655-6,3,0.07495069,0,0,0.38856016,0,0.001972387,0,0,0,0.015779093,0,0.003944773,0,0,0.00591716,0,0,0.001972387,0,0
730655-7,3,0.068493151,0,0.002739726,0.29041096,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0.010958904
730655-8,3,0.03875969,0.005813954,0.005813954,0.33139535,0,0,0.003875969,0,0,0,0,0,0,0,0.009689923,0,0,0.005813954,0,0
730655-9,3,0.024070022,0,0,0.3785558,0.002188184,0,0,0,0,0,0,0,0,0.002188184,0,0,0.002188184,0.002188184,0.006564551,0
730655-10,3,0.064272212,0,0,0.2268431,0.001890359,0,0,0.003780718,0,0.005671078,0.001890359,0,0.003780718,0,0.049149338,0.015122873,0,0.011342155,0,0
730655-11,3,0.049535604,0,0,0.2879257,0,0,0.009287926,0,0,0.003095975,0,0,0,0.018575851,0,0,0,0,0.006191951,0
730655-12,3,0.04770017,0.023850085,0.003407155,0.32197615,0,0,0,0,0,0.005110733,0,0.003407155,0,0.02725724,0,0.01362862,0,0.001703578,0,0
730655-13,3,0.070240296,0,0,0.47874307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730655-14,3,0.095791001,0.010159652,0,0.22931785,0,0,0,0.001451379,0,0.002902758,0,0.007256894,0,0.029027576,0,0,0,0.001451379,0,0.068214804
730655-15,3,0.098550725,0,0,0.24637681,0,0,0.008695652,0,0,0.02173913,0,0,0,0,0,0.005797101,0,0.008695652,0,0.013043478
730655-16,3,0.11089866,0,0,0.21606119,0.003824092,0,0,0,0,0.013384321,0,0,0,0.017208413,0.021032505,0,0,0.007648184,0.003824092,0.003824092
730655-17,3,0.10869565,0.004347826,0.013043478,0.2173913,0,0.002173913,0,0.002173913,0,0,0,0,0,0,0.052173913,0,0,0.019565217,0,0
730655-18,3,0.11056911,0,0.006504065,0.24227642,0,0,0,0,0,0.004878049,0,0,0,0.017886179,0.024390244,0.001626016,0,0.001626016,0.004878049,0
730655-19,3,0.1013289,0,0,0.23255814,0,0,0,0,0,0.018272425,0,0.004983389,0.003322259,0.018272425,0.004983389,0.024916944,0,0,0,0
730655-20,3,0.068610635,0,0,0.26586621,0,0,0,0,0,0.001715266,0.003430532,0.02058319,0.001715266,0.012006861,0.017152659,0.018867925,0,0.001715266,0,0
730655-21,3,0.092307692,0,0,0.22461538,0,0,0.007692308,0,0.001538462,0,0,0.026153846,0,0,0.030769231,0,0,0,0,0.006153846
730655-22,3,0.1009901,0,0.001980198,0.28316832,0,0,0,0,0,0,0,0.007920792,0,0,0,0,0.001980198,0,0,0
730655-23,3,0.11051213,0,0,0.20754717,0.002695418,0,0,0,0,0.021563342,0,0,0,0.005390836,0.032345013,0,0,0,0,0
730655-24,3,0.075566751,0,0,0.19395466,0,0,0,0,0,0,0.005037783,0.027707809,0.002518892,0.032745592,0.017632242,0,0,0,0,0.002518892
730655-25,3,0.047337278,0.001972387,0,0.26824458,0,0,0,0.00591716,0,0,0,0.017751479,0,0.023668639,0.025641026,0,0,0.001972387,0,0
730655-26,3,0.068311195,0,0,0.20683112,0.009487666,0.007590133,0.032258065,0,0,0,0,0.018975332,0.003795066,0.043643264,0,0.013282732,0,0,0,0
730659-1,3,0.12645914,0,0,0,0,0.003891051,0,0,0.068093385,0.038910506,0,0,0,0.019455253,0,0.035019455,0.12062257,0,0.015564202,0.038910506
730659-2,3,0.14774775,0,0.012612613,0,0,0.009009009,0.001801802,0,0.014414414,0.018018018,0,0.018018018,0,0,0,0.010810811,0.23423423,0.009009009,0.005405405,0
730659-3,3,0.1484375,0,0.001953125,0,0,0,0,0,0.021484375,0.0234375,0.0078125,0.00390625,0,0,0,0.02734375,0.234375,0,0.02734375,0
730659-4,3,0.12611012,0,0.021314387,0,0,0.010657194,0,0,0.008880995,0.007104796,0.030195382,0,0.003552398,0.014209591,0,0.023090586,0.25577265,0,0.010657194,0.001776199
730659-5,3,0.13211382,0,0,0,0,0,0,0,0.010162602,0.016260163,0,0,0,0.022357724,0,0.034552846,0.24390244,0,0.012195122,0.052845528
730659-6,3,0.11198428,0,0.029469548,0,0,0.025540275,0.007858546,0.001964637,0.001964637,0.007858546,0.001964637,0.013752456,0,0.04518664,0.001964637,0.047151277,0.18467583,0,0,0
730659-7,3,0.057192374,0,0.008665511,0.008665511,0.001733102,0.046793761,0,0,0,0.019064125,0.019064125,0.006932409,0.031195841,0,0,0.039861352,0.25129983,0,0.077989601,0
730659-8,3,0.093023256,0.025369979,0.00422833,0,0.00422833,0.010570825,0,0,0,0.019027484,0.006342495,0,0.006342495,0.006342495,0,0.027484144,0.22198732,0,0.016913319,0.023255814
730659-9,3,0.13764045,0,0.005617978,0,0.014044944,0.025280899,0.002808989,0,0,0.011235955,0,0,0.002808989,0,0,0.016853933,0.21348315,0,0,0
746141-1,4,0.13240418,0.024390244,0,0.013937282,0.022648084,0,0,0.25609756,0,0,0.013937282,0,0,0.010452962,0,0.043554007,0,0,0,0
746141-2,4,0.085808581,0,0,0,0.018151815,0,0,0.25907591,0,0,0.01650165,0.008250825,0.054455446,0,0.001650165,0.01650165,0,0.02310231,0.00660066,0
746141-3,4,0.10950413,0.006198347,0.02892562,0,0,0.012396694,0,0.25206612,0,0,0.026859504,0,0.018595041,0,0,0.037190083,0,0,0,0
746141-4,4,0.082217973,0.011472275,0.017208413,0,0.028680688,0,0,0.28298279,0,0,0.047801147,0.024856597,0,0,0,0.005736138,0.015296367,0.026768642,0.003824092,0
746141-5,4,0.06957708,0,0,0.002728513,0.035470668,0,0,0.26193724,0.001364257,0,0.004092769,0.039563438,0,0,0,0,0,0.025920873,0.009549795,0
746141-6,4,0.059815951,0.021472393,0,0.001533742,0.024539877,0,0.001533742,0.29907975,0,0,0.015337423,0,0.006134969,0.027607362,0.007668712,0.012269939,0,0,0,0
746141-7,4,0.082390953,0.011308562,0,0.019386107,0,0,0,0.24071082,0,0,0,0,0.006462036,0,0.02907916,0.001615509,0,0.01453958,0,0
746141-8,4,0.040307102,0,0,0.015355086,0.001919386,0,0,0.23800384,0.003838772,0,0.007677543,0.049904031,0.001919386,0.007677543,0.007677543,0,0,0.038387716,0,0
746141-9,4,0.12323232,0,0.002020202,0,0,0.006060606,0.006060606,0.25454545,0,0.024242424,0,0.028282828,0,0.016161616,0,0.028282828,0.002020202,0,0,0
746141-10,4,0.091346154,0.016025641,0.011217949,0.001602564,0.032051282,0,0,0.2724359,0.019230769,0,0.009615385,0.024038462,0,0.003205128,0.004807692,0.02724359,0,0,0,0.004807692
746141-11,4,0.15418502,0,0.005873715,0.001468429,0.01174743,0.010279001,0,0.24669604,0.007342144,0.01174743,0.032305433,0,0,0,0,0.014684288,0,0,0.005873715,0
746142-1,4,0.09403255,0.028933092,0.016274864,0,0,0.03074141,0,0,0,0.014466546,0,0.003616637,0,0,0,0.012658228,0,0,0,0.32368897
746142-2,4,0.070840198,0.011532125,0.003294893,0.004942339,0.001647447,0.009884679,0,0,0.003294893,0,0.011532125,0.001647447,0,0,0,0.044481054,0,0,0,0.3509061
746142-3,4,0.061295972,0.019264448,0,0.001751314,0.038528897,0.022767075,0,0,0.008756567,0,0.001751314,0.029772329,0.001751314,0,0.010507881,0,0,0.010507881,0,0.30647986
746142-4,4,0.092896175,0.012750455,0,0.010928962,0,0,0.007285975,0.003642987,0,0,0,0,0,0,0.018214936,0,0,0.014571949,0,0.35519126
746142-5,4,0.10291262,0,0.013592233,0.003883495,0,0,0.001941748,0,0,0,0,0,0,0.003883495,0,0,0.017475728,0.025242718,0,0.2368932
746142-6,4,0.072614108,0,0.041493776,0,0.004149378,0.002074689,0.006224066,0.004149378,0,0,0,0,0,0,0.010373444,0.029045643,0.037344398,0.01659751,0,0.32572614
746142-7,4,0.065454545,0.023636364,0.02,0.010909091,0.001818182,0.001818182,0,0.007272727,0.027272727,0,0,0.005454546,0,0,0,0,0,0,0,0.36545455
746142-8,4,0.073619632,0,0.028629857,0.00204499,0,0.006134969,0.00408998,0,0,0.012269939,0,0,0,0.008179959,0,0,0.010224949,0.006134969,0,0.3599182
746142-9,4,0.069721116,0.007968128,0,0,0,0.001992032,0,0,0.013944223,0,0,0,0,0.009960159,0,0,0.009960159,0,0,0.44621514
746142-10,4,0.093577982,0,0.005504587,0,0,0,0,0.003669725,0.00733945,0,0,0,0.003669725,0,0,0.014678899,0,0.022018349,0.005504587,0.3706422
746142-11,4,0.081180812,0,0.003690037,0,0,0.014760148,0,0,0.02398524,0,0,0,0.018450185,0,0,0,0.014760148,0,0,0.32103321
746142-12,4,0.097701149,0,0,0,0.009578544,0,0,0,0.011494253,0.013409962,0,0,0.030651341,0.005747126,0,0.003831418,0,0,0,0.29501916
746142-13,4,0.044444444,0.022222222,0,0,0,0.014141414,0,0.014141414,0.02020202,0,0.01010101,0.008080808,0,0.006060606,0,0,0,0,0,0.36161616
746142-14,4,0.082514735,0.001964637,0,0.017681729,0,0.011787819,0,0,0,0.009823183,0,0,0,0.013752456,0,0.049115914,0,0,0,0.3497053
746142-15,4,0.10784314,0.016806723,0,0,0,0.026610644,0,0.00280112,0.009803922,0.004201681,0,0.00280112,0,0,0,0.00140056,0.007002801,0,0,0.34033613
