ID,Date stamp,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
702315-3,1,1/1/18,0,0,0,0,0,0.02166065,0,0.007220217,0,0.023465704,0,0.014440433,0.016245487,0.001805054,0.010830325,0.005415163,0,0.001805054,0.003610108,0.014440433,0.023465704,0,0.007220217,0.018050542,0,0,0,0,0.001805054,0,0.048736462,0,0,0.02166065,0.003610108,0,0,0,0.027075812,0,0,0,0,0,0.016245487,0,0.1534296,0.001805054,0,0.010830325
702315-4,1,1/1/18,0.001650165,0,0,0,0,0,0,0.001650165,0,0.028052805,0,0.077557756,0,0,0,0,0,0.021452145,0.004950495,0.014851485,0.02310231,0.001650165,0.001650165,0.059405941,0,0.008250825,0.011551155,0.001650165,0,0,0,0,0,0.018151815,0.00990099,0,0,0,0,0,0.00330033,0.001650165,0,0,0,0.021452145,0.11056106,0.02640264,0,0
702315-5,1,1/1/18,0,0,0,0,0,0.018867925,0,0,0,0.003430532,0,0.036020583,0,0,0,0,0,0,0.008576329,0,0,0,0,0.042881647,0,0,0,0,0.025728988,0,0.030874786,0,0,0.013722127,0.013722127,0,0,0,0.013722127,0,0,0,0.001715266,0,0,0,0.18524871,0,0,0
702315-6,1,1/1/18,0.001831502,0.018315018,0,0.003663004,0.003663004,0.007326007,0.003663004,0,0,0.009157509,0,0.031135531,0,0.007326007,0,0,0,0.001831502,0.001831502,0,0,0.003663004,0,0.031135531,0,0,0.031135531,0.010989011,0.010989011,0,0.007326007,0,0,0.034798535,0.007326007,0,0,0.016483516,0,0.005494506,0,0,0,0,0,0.001831502,0.17399267,0,0,0
702315-7,1,1/1/18,0,0,0,0.018975332,0,0,0,0,0,0.030360531,0,0.034155598,0.003795066,0,0,0,0,0,0,0.015180266,0,0.039848197,0.017077799,0.032258065,0,0,0,0.003795066,0,0.009487666,0,0,0,0.015180266,0,0,0,0.0056926,0.0056926,0.011385199,0.001897533,0.0056926,0.003795066,0,0,0.009487666,0.23719165,0.001897533,0,0
702315-8,1,1/1/18,0.001457726,0,0,0.00728863,0,0.001457726,0,0.00728863,0,0.010204082,0.010204082,0.034985423,0,0,0,0,0,0,0,0.00728863,0.020408163,0.011661808,0.001457726,0.016034985,0.016034985,0,0,0,0,0,0.016034985,0,0,0.033527697,0,0,0,0,0,0,0,0.00728863,0,0,0,0,0.21428571,0,0,0
702316-1,1,1/1/18,0,0.033834586,0,0,0,0,0,0,0,0,0,0,0,0,0.005639098,0,0,0,0.073308271,0,0.003759399,0.005639098,0,0,0,0,0,0,0,0.16353383,0,0,0,0.015037594,0.039473684,0,0,0,0.090225564,0.007518797,0,0,0.005639098,0.028195489,0,0,0,0,0.001879699,0
702316-2,1,1/1/18,0.001872659,0.009363296,0.011235955,0,0.003745318,0,0.001872659,0,0,0,0.052434457,0,0,0,0,0,0,0.028089888,0.001872659,0.009363296,0,0.061797753,0,0,0,0,0,0.007490637,0,0.15730337,0,0,0,0,0.02247191,0.003745318,0.005617978,0,0.054307116,0,0,0,0.016853933,0.011235955,0,0.001872659,0,0,0,0
702316-3,1,1/1/18,0.001824818,0,0,0,0.009124088,0,0.001824818,0,0,0,0.04379562,0,0.001824818,0,0,0,0.001824818,0,0,0,0.001824818,0.02919708,0,0,0.016423358,0,0,0.001824818,0,0.1770073,0,0,0,0.032846715,0,0,0.031021898,0,0.078467153,0.009124088,0.027372263,0,0,0,0,0.016423358,0,0,0,0
702316-4,1,1/1/18,0.005617978,0,0,0,0,0.014044944,0,0,0,0.005617978,0,0,0,0.036516854,0,0,0,0,0,0,0,0.064606742,0,0.008426966,0,0,0.02247191,0,0,0.11516854,0.02247191,0,0,0.002808989,0.011235955,0.008426966,0,0,0.047752809,0.008426966,0,0,0,0.11235955,0,0,0,0,0,0
702316-5,1,1/1/18,0,0,0.020733652,0,0,0,0,0,0,0,0,0,0,0,0.004784689,0,0,0.003189793,0.009569378,0,0,0.015948963,0,0.004784689,0,0,0,0,0.006379585,0.16427432,0.031897927,0,0,0,0.020733652,0,0,0,0.070175439,0,0.011164274,0.006379585,0,0.060606061,0,0.014354067,0,0,0,0.003189793
702316-6,1,1/1/18,0,0.00631579,0,0,0.025263158,0.002105263,0,0,0,0.002105263,0.033684211,0,0,0,0,0,0,0.010526316,0.00631579,0.00631579,0,0,0,0.012631579,0,0,0,0,0,0.24210526,0,0,0,0,0.021052632,0,0,0,0.061052632,0,0,0,0,0.012631579,0.012631579,0.010526316,0,0.002105263,0,0
702316-7,1,1/1/18,0,0.00805153,0,0,0.020933977,0,0,0.001610306,0.003220612,0,0,0.043478261,0.004830918,0,0,0,0,0.017713366,0,0,0,0.004830918,0,0,0,0,0,0.032206119,0.001610306,0.19967794,0,0,0,0.040257649,0,0.00805153,0.001610306,0,0.051529791,0.003220612,0,0.001610306,0,0.003220612,0,0,0.011272142,0,0,0.001610306
702316-8,1,1/1/18,0,0,0,0,0,0.006420546,0,0.001605136,0,0,0.012841091,0,0,0,0,0,0,0.016051364,0.003210273,0,0,0.019261637,0.004815409,0,0,0,0.012841091,0.051364366,0,0.20224719,0,0,0,0,0.001605136,0.003210273,0,0,0.088282504,0,0.004815409,0,0,0.016051364,0,0.003210273,0,0,0,0
702316-9,1,1/1/18,0,0.024038462,0,0,0,0.026442308,0.007211539,0,0,0,0,0.007211539,0,0,0.014423077,0.004807692,0,0,0.048076923,0,0,0,0,0.002403846,0.007211539,0,0,0.050480769,0,0.15384615,0.002403846,0,0,0,0,0,0,0,0.060096154,0,0,0,0,0.014423077,0,0.007211539,0,0,0.004807692,0
702317-1,1,1/1/18,0,0,0,0.00228833,0,0,0.37528604,0,0.004576659,0,0,0,0,0,0,0,0.004576659,0,0,0,0,0.013729977,0.00228833,0,0,0,0,0,0,0,0,0.027459954,0.009153318,0,0.018306636,0.00228833,0,0,0.029748284,0.00228833,0.006864989,0,0.004576659,0,0,0,0.004576659,0,0.00228833,0
702317-2,1,1/1/18,0.011538462,0,0,0,0,0,0.41730769,0,0,0,0,0,0.05,0,0.003846154,0,0.001923077,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0.001923077,0,0,0,0,0,0.005769231,0,0,0,0,0,0,0,0.003846154,0.005769231,0,0,0,0
702317-3,1,1/1/18,0,0,0,0.003861004,0,0,0.37258687,0,0,0,0,0.003861004,0.015444015,0.001930502,0,0,0.001930502,0,0,0,0,0.00965251,0,0,0.046332046,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0.00965251,0.001930502,0,0,0,0,0,0,0
702317-4,1,1/1/18,0,0,0,0,0,0,0.23540146,0,0,0.010948905,0,0.003649635,0.009124088,0.001824818,0.003649635,0,0,0,0,0,0,0,0,0,0.056569343,0,0,0.001824818,0,0.001824818,0.005474453,0.01459854,0,0,0,0.001824818,0,0,0.020072993,0,0.025547445,0,0.001824818,0.005474453,0,0,0,0,0.010948905,0
702317-5,1,1/1/18,0.010680908,0.005340454,0.013351135,0,0,0.002670227,0.36181575,0,0.002670227,0,0,0,0,0,0.001335114,0.001335114,0,0,0,0,0.001335114,0.001335114,0,0,0.004005341,0,0,0,0,0.006675567,0,0,0,0.008010681,0,0,0,0,0.033377837,0,0.018691589,0.005340454,0,0,0,0,0,0,0.004005341,0.002670227
702317-6,1,1/1/18,0,0,0,0,0,0,0.39534884,0,0,0,0,0,0,0,0,0,0,0.003875969,0.001937985,0,0.015503876,0.001937985,0,0,0,0,0,0,0,0,0,0,0,0.001937985,0,0,0,0,0.031007752,0,0,0.007751938,0,0,0,0,0,0,0,0
702317-7,1,1/1/18,0.013119534,0,0.021865889,0,0,0.010204082,0.36151603,0,0,0,0,0.021865889,0.001457726,0,0,0,0.001457726,0.004373178,0,0,0,0,0,0,0,0,0,0,0,0,0.001457726,0.008746356,0,0,0,0.001457726,0.004373178,0,0.042274052,0,0,0,0,0,0,0,0.004373178,0,0,0
702317-8,1,1/1/18,0,0,0.002197802,0.006593407,0,0,0.25274725,0,0.035164835,0,0,0,0,0,0.004395604,0.013186813,0.004395604,0,0,0,0.015384615,0.002197802,0.004395604,0.008791209,0.017582418,0.026373626,0,0,0,0,0,0,0,0,0,0.006593407,0.004395604,0,0,0,0.072527473,0,0.015384615,0.004395604,0,0,0.002197802,0.002197802,0,0
702317-9,1,1/1/18,0,0.003968254,0.011904762,0,0,0,0.2797619,0,0.005952381,0,0.005952381,0,0,0,0,0.003968254,0,0,0.001984127,0,0.005952381,0.001984127,0.005952381,0,0.029761905,0,0,0,0,0.001984127,0,0,0,0.009920635,0,0,0,0,0.061507937,0,0,0.01984127,0,0,0,0,0.001984127,0,0,0
702317-10,1,1/1/18,0,0,0,0,0,0.006802721,0.33843537,0,0,0,0,0,0,0,0.003401361,0,0,0,0,0.003401361,0.013605442,0,0,0.017006803,0,0,0,0,0,0.017006803,0,0.022108844,0,0,0,0,0,0,0.045918367,0,0.006802721,0,0,0,0,0,0,0,0.030612245,0
702317-11,1,1/1/18,0,0,0,0,0,0,0.27027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081081081,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0,0.054054054,0,0,0,0,0,0,0,0,0.013513514,0,0.027027027
702317-12,1,1/1/18,0.015936255,0,0,0,0,0.003984064,0.26095618,0,0,0,0,0.001992032,0.011952191,0,0,0,0,0.037848606,0,0,0.007968128,0,0,0,0.023904382,0,0,0,0.001992032,0,0,0.03187251,0,0,0,0,0,0.011952191,0.015936255,0,0,0.019920319,0,0,0,0,0,0.007968128,0,0
711913-1,2,7/1/18,0.022857143,0.03,0.015714286,0,0,0,0,0,0,0.012857143,0.005714286,0,0,0,0,0,0,0.005714286,0.031428571,0,0.05,0.012857143,0.01,0,0.014285714,0,0,0,0.047142857,0,0,0,0,0,0,0.012857143,0.015714286,0.027142857,0.001428571,0,0.001428571,0.064285714,0,0.001428571,0.001428571,0,0.018571429,0.001428571,0,0
711913-2,2,7/1/18,0,0.059375,0,0,0,0,0.0015625,0,0.0015625,0,0,0.0109375,0,0,0.009375,0,0,0,0,0,0.159375,0.009375,0,0,0,0,0,0,0,0.003125,0,0,0,0,0.00625,0.05,0,0,0.028125,0,0.003125,0.0546875,0,0.015625,0.00625,0,0.00625,0,0,0
711913-3,2,7/1/18,0,0.007824726,0,0,0,0,0,0,0,0,0.007824726,0,0,0.007824726,0.003129891,0,0,0.014084507,0.048513302,0,0.16744914,0.037558685,0,0.001564945,0.001564945,0,0.012519562,0.001564945,0.003129891,0.001564945,0,0.001564945,0,0.015649452,0.004694836,0.003129891,0.004694836,0,0.020344288,0,0.028169014,0.048513302,0,0,0,0,0,0.014084507,0,0
711913-4,2,7/1/18,0,0,0,0.001930502,0.00965251,0,0,0,0,0.030888031,0,0.00965251,0.003861004,0,0,0.003861004,0.003861004,0.011583012,0.027027027,0.032818533,0.1003861,0.034749035,0,0.025096525,0,0,0.005791506,0,0.021235521,0,0.015444015,0.005791506,0,0,0.001930502,0,0,0.005791506,0.038610039,0,0,0.019305019,0,0,0,0,0.017374517,0.001930502,0,0
711913-5,2,7/1/18,0,0.044444444,0,0,0.002777778,0,0,0,0,0,0.016666667,0.016666667,0.011111111,0.002777778,0,0.011111111,0,0,0.05,0,0.088888889,0.055555556,0,0.002777778,0,0,0.002777778,0.005555556,0,0,0,0.002777778,0,0,0,0,0,0.002777778,0.030555556,0,0.002777778,0.05,0,0.030555556,0,0,0,0,0,0
711913-6,2,7/1/18,0,0,0.001792115,0.02688172,0,0,0,0,0.005376344,0.007168459,0.017921147,0.019713262,0,0,0,0.001792115,0.012544803,0,0.021505376,0.035842294,0.13799283,0.014336918,0,0,0,0,0,0,0,0.02688172,0.007168459,0,0,0.028673835,0.007168459,0.010752688,0,0,0,0,0,0.048387097,0,0,0,0.008960574,0,0.012544803,0,0.008960574
711913-7,2,7/1/18,0,0.075242718,0,0.036407767,0.009708738,0,0,0,0,0.004854369,0,0.065533981,0,0,0,0.002427185,0,0.002427185,0.002427185,0,0.075242718,0,0,0.002427185,0,0,0,0.02184466,0,0,0,0.004854369,0.007281553,0,0,0,0,0.002427185,0,0,0,0.11893204,0,0.002427185,0,0,0,0,0.004854369,0
711913-8,2,7/1/18,0,0,0,0.006756757,0,0,0,0,0,0,0,0.018918919,0,0.001351351,0,0,0.008108108,0.013513514,0,0,0.15405405,0.054054054,0,0.002702703,0,0,0.002702703,0.022972973,0,0,0,0,0.001351351,0.005405405,0,0,0.021621622,0.002702703,0.02972973,0,0.005405405,0.078378378,0,0.002702703,0,0,0,0,0,0
711913-9,2,7/1/18,0.003546099,0.04964539,0,0,0,0.014184397,0.003546099,0,0,0,0,0.042553191,0.003546099,0,0,0.007092199,0,0,0.014184397,0,0.14539007,0,0,0.007092199,0,0,0,0,0.028368794,0,0.007092199,0,0,0,0,0,0,0,0,0,0.003546099,0.039007092,0,0.014184397,0.007092199,0,0,0.003546099,0,0
711914-1,2,7/1/18,0.13181818,0,0.004545455,0,0,0,0.015909091,0.011363636,0,0,0,0,0,0.027272727,0,0,0.009090909,0.018181818,0,0,0,0.009090909,0,0.054545455,0,0,0,0,0,0,0,0,0,0,0,0,0.004545455,0,0.079545455,0,0,0.043181818,0.018181818,0.004545455,0,0,0.002272727,0,0,0
711914-2,2,7/1/18,0.17805755,0,0.001798561,0,0,0,0,0.010791367,0,0,0,0.010791367,0,0.007194245,0,0,0,0.014388489,0.003597122,0,0,0,0,0.003597122,0.014388489,0.001798561,0,0,0,0,0,0,0,0,0,0,0.001798561,0,0.13848921,0.001798561,0.025179856,0,0,0,0,0.007194245,0.019784173,0,0,0
711914-3,2,7/1/18,0.23255814,0.002583979,0,0,0,0,0,0,0,0,0,0,0.002583979,0.005167959,0,0,0,0,0,0.002583979,0,0.012919897,0,0,0.056847545,0,0,0.002583979,0.010335917,0,0.002583979,0,0,0.041343669,0.007751938,0,0,0.002583979,0.082687339,0,0,0,0,0,0.005167959,0.002583979,0,0,0,0
711914-3,2,7/1/18,0.21008403,0,0.026890756,0,0,0,0,0,0,0,0,0.026890756,0.003361345,0.001680672,0,0,0,0,0,0,0,0.001680672,0,0,0.047058824,0,0,0,0.001680672,0.005042017,0,0,0,0,0,0.006722689,0,0,0,0,0.001680672,0,0,0,0.010084034,0,0.003361345,0.005042017,0.001680672,0
711914-4,2,7/1/18,0.10828025,0,0,0,0,0,0.015923567,0,0,0,0,0.050955414,0.070063694,0,0,0,0,0,0.003184713,0,0,0,0,0,0.10828025,0,0,0,0,0,0.006369427,0,0,0,0,0,0.015923567,0,0.003184713,0,0,0,0,0,0,0,0,0,0,0
711914-5,2,7/1/18,0.10047096,0,0,0,0,0,0,0,0,0,0.003139717,0.042386185,0,0,0.003139717,0.004709576,0.006279435,0,0.004709576,0,0,0,0,0,0.13343799,0,0,0,0.014128728,0,0,0,0,0,0,0.007849294,0.006279435,0.001569859,0,0,0,0.021978022,0,0,0,0,0,0,0,0
