711914-13,0.15467626,0,0,0,0.15827338,0.039568345,0.0035971223,0.0071942446,0,0,0,0,0,0.017985612,0,0,0,0.057553957,0,0.0071942446
711914-14,0.11444653,0,0,0,0.12382739,0.031894934,0.0056285178,0.0018761726,0,0,0.018761726,0,0.022514071,0.009380863,0,0.0075046904,0.0018761726,0.08630394,0,0
711914-15,0.11397059,0,0,0,0.13051471,0,0.012867647,0.023897059,0,0,0,0,0,0,0.0055147059,0,0.0018382353,0.09375,0,0.033088235
711915-1,0.077540107,0.045454545,0.0053475936,0,0.056149733,0.0053475936,0,0,0.016042781,0.016042781,0.013368984,0.018716578,0,0,0,0.23262032,0,0.0026737968,0.0026737968,0.016042781
711915-2,0.077844311,0.075848303,0.027944112,0,0.01996008,0,0,0.0079840319,0.0499002,0,0,0.0079840319,0,0,0,0.17964072,0.0079840319,0.005988024,0,0.005988024
711915-3,0.13272727,0.0036363636,0,0,0,0,0.018181818,0.014545455,0,0.010909091,0,0,0.0018181818,0.0036363636,0.06,0.20545455,0,0.0072727273,0,0
711915-4,0.13759214,0.071253071,0,0,0,0,0,0,0.0024570025,0.014742015,0.0098280098,0.044226044,0,0,0,0.22850123,0,0,0,0.014742015
711915-5,0.064935065,0,0,0,0.053571429,0,0,0,0,0,0,0.037337662,0.011363636,0.0048701299,0,0.29383117,0.0064935065,0,0,0.019480519
711915-7,0.10362694,0.010362694,0,0.0017271157,0.031088083,0,0.0017271157,0.0017271157,0.010362694,0.0034542314,0.02417962,0.0051813472,0,0.0017271157,0.025906736,0.25561313,0,0,0.0051813472,0
711915-8,0.071264368,0,0.0022988506,0.0091954023,0.071264368,0,0.013793103,0.0022988506,0.0022988506,0.0022988506,0.0022988506,0.027586207,0,0.034482759,0.029885057,0.1862069,0,0,0,0
711915-9,0.092979127,0,0,0,0.013282732,0,0.017077799,0,0,0,0.034155598,0.030360531,0,0.009487666,0.017077799,0.27134725,0.0018975332,0,0,0
711915-10,0.11304348,0.02826087,0,0,0.0043478261,0,0,0,0,0.063043478,0.02826087,0.019565217,0,0,0.02173913,0.20652174,0,0,0,0.013043478
711915-11,0.10614525,0,0,0.027932961,0,0.016759777,0,0,0,0.0055865922,0.044692737,0.0055865922,0.0055865922,0.039106145,0,0.25139665,0,0,0.016759777,0
711915-1,0.14933333,0,0,0,0,0,0.0053333333,0,0.008,0,0.38,0,0,0.004,0,0,0.0026666667,0,0.004,0.022666667
711915-2,0.16470588,0,0,0,0,0,0.0016806723,0,0,0,0.30252101,0.0016806723,0,0.01512605,0,0.0067226891,0,0,0,0
711915-3,0.11352254,0,0.026711185,0,0,0.013355593,0,0,0.021702838,0.023372287,0.31051753,0.010016694,0,0.041736227,0.0016694491,0,0.0016694491,0,0,0
711915-4,0.057761733,0,0,0,0,0.0054151625,0.0036101083,0.0072202166,0.027075812,0.0090252708,0.40252708,0,0,0.010830325,0.010830325,0,0,0,0,0
711915-5,0.063366337,0.001980198,0.001980198,0,0,0,0.0079207921,0,0,0.051485149,0.37425743,0,0,0,0.011881188,0.001980198,0,0,0.017821782,0
711915-6,0.074681239,0.0072859745,0,0,0,0,0,0,0.012750455,0,0.35701275,0,0,0.018214936,0,0,0,0.0072859745,0.018214936,0.0036429872
711915-7,0.11217184,0.0023866348,0,0,0,0.011933174,0,0.014319809,0.0047732697,0,0.40095465,0.011933174,0,0,0,0,0,0,0,0
711915-8,0.084175084,0.0033670034,0,0.0084175084,0,0,0.016835017,0.013468013,0.023569024,0,0.28114478,0,0,0.0016835017,0.042087542,0.0067340067,0,0.013468013,0,0
711915-9,0.075789474,0.0063157895,0,0.012631579,0,0,0,0,0.0063157895,0.018947368,0.34105263,0.014736842,0,0,0.010526316,0,0,0,0.016842105,0
711915-10,0.087318087,0,0,0,0,0,0,0.043659044,0.0020790021,0,0.33056133,0,0.016632017,0.0020790021,0.016632017,0,0,0.035343035,0.0083160083,0
711915-11,0.080103359,0.0025839793,0,0,0.033591731,0.012919897,0,0.062015504,0.015503876,0.041343669,0.29198966,0.0025839793,0,0,0,0.007751938,0,0.025839793,0,0.0025839793
711915-12,0.12603306,0,0,0,0,0,0,0.01446281,0,0.016528926,0.33677686,0.01446281,0,0.030991736,0.0020661157,0,0,0,0,0
711917-1,0.12888889,0.0044444444,0,0.0066666667,0.0088888889,0,0,0,0,0,0,0,0.0088888889,0.017777778,0,0.026666667,0.0066666667,0,0.0066666667,0.29111111
711917-2,0.15250545,0.0065359477,0,0,0,0,0.010893246,0,0,0,0,0.0087145969,0.0087145969,0.0021786492,0,0,0,0.0021786492,0,0.33769063
711917-3,0.15825688,0.004587156,0.0068807339,0.004587156,0,0.01146789,0.0091743119,0,0.01146789,0.0091743119,0.004587156,0.0068807339,0,0,0,0,0.064220183,0,0.020642202,0.21100917
711917-4,0.11483254,0.12440191,0.009569378,0,0,0,0,0,0,0,0.0071770335,0,0,0.014354067,0.011961722,0,0,0,0,0.20334928
711917-5,0.11324376,0.11132438,0.011516315,0,0,0.0019193858,0,0,0.013435701,0,0.0057581574,0,0.02303263,0.0076775432,0,0,0.013435701,0.0057581574,0.0038387716,0.18809981
711917-6,0.11965812,0.14529915,0,0.0051282051,0,0,0.0017094017,0,0,0,0,0,0.011965812,0,0.011965812,0.023931624,0.017094017,0,0,0.10598291
711917-7,0.117506,0.050359712,0,0,0.019184652,0,0,0,0.03117506,0.0047961631,0,0,0,0,0,0,0.023980815,0,0,0.1942446
711917-8,0.11886792,0.073584906,0,0.0094339623,0,0,0,0.0018867925,0.018867925,0.0075471698,0,0.0094339623,0.013207547,0,0,0,0.0094339623,0,0,0.18113208
711917-9,0.097323601,0.10462287,0,0,0.00486618,0,0.00486618,0,0,0.00243309,0,0,0.02676399,0.02676399,0,0,0,0,0,0.2189781
711917-10,0.13430127,0.056261343,0.0036297641,0.0090744102,0,0.001814882,0,0,0.025408348,0,0,0,0.01814882,0,0,0.0072595281,0.001814882,0,0,0.20689655
711917-11,0.13240418,0.076655052,0,0,0,0,0,0,0.013937282,0.013937282,0,0,0.012195122,0,0,0,0.017421603,0,0.0034843206,0.16898955
711917-12,0.14490161,0.073345259,0,0.0017889088,0,0,0.026833631,0,0.0035778175,0,0.0035778175,0,0.010733453,0,0,0,0,0,0.0035778175,0.21288014
711917-13,0.10688406,0.054347826,0,0,0,0.009057971,0.0036231884,0,0,0,0,0.0054347826,0,0,0,0.019927536,0.014492754,0,0,0.24275362
711917-14,0.16826923,0.051282051,0.051282051,0,0,0.0016025641,0,0,0.0016025641,0,0,0,0,0,0,0.0016025641,0.0048076923,0,0.0032051282,0.19711538
711917-15,0.097493036,0.10027855,0,0,0,0,0.0055710306,0.008356546,0,0.04735376,0.022284123,0.0055710306,0,0,0,0,0,0,0,0.23955432
730651-1,0.11219512,0.041463415,0,0,0,0.0097560976,0.012195122,0,0,0,0.017073171,0.0024390244,0,0.30487805,0,0.03902439,0,0,0,0
730651-2,0.15361446,0.0090361446,0,0,0,0.021084337,0.0060240964,0.0030120482,0,0.0030120482,0,0.015060241,0,0.26807229,0,0.018072289,0,0,0,0.030120482
730651-3,0.14231499,0.0075901328,0,0,0.009487666,0,0,0.0018975332,0,0.0018975332,0.034155598,0.0037950664,0.0037950664,0.17836812,0.0018975332,0.070208729,0,0,0.0037950664,0.045540797
730651-4,0.12403101,0,0,0,0,0,0.0015503876,0,0,0.0093023256,0,0.020155039,0,0.30852713,0,0.0031007752,0.0062015504,0.0046511628,0,0.0031007752
730651-5,0.094138544,0,0,0,0,0,0.0071047957,0,0.014209591,0,0.010657194,0.0071047957,0,0.31616341,0.037300178,0,0.024866785,0,0,0
730651-6,0.10707071,0,0.018181818,0,0.016161616,0,0,0,0.002020202,0,0,0.038383838,0,0.28686869,0.018181818,0.01010101,0,0.002020202,0,0
730651-7,0.095315024,0.022617124,0,0.0016155089,0,0,0.0016155089,0,0.0064620355,0,0.0016155089,0.021001616,0,0.33117932,0.017770598,0.0032310178,0,0,0,0
730651-8,0.098196393,0.006012024,0,0,0.0080160321,0,0,0.004008016,0,0,0.002004008,0,0,0.39278557,0.002004008,0,0.004008016,0,0,0
730651-9,0.095588235,0,0,0.014705882,0.0058823529,0,0.0014705882,0,0.0029411765,0,0,0.035294118,0,0.32352941,0.025,0,0,0.0058823529,0.0044117647,0
730651-10,0.087719298,0,0,0,0,0.0052631579,0,0,0,0.019298246,0,0.0052631579,0,0.38947368,0.0070175439,0.01754386,0,0,0,0
730651-11,0.041144902,0,0.0017889088,0.016100179,0,0,0.025044723,0.0017889088,0,0,0.0035778175,0,0,0.36314848,0.050089445,0.016100179,0,0,0.0017889088,0
730651-12,0.060796646,0.0083857442,0,0,0,0,0.014675052,0.0083857442,0,0.0020964361,0,0,0,0.36477987,0.020964361,0.01048218,0,0,0,0
730651-13,0.097637795,0,0,0,0.011023622,0,0,0,0,0,0,0,0,0.3023622,0.040944882,0,0.0031496063,0.012598425,0,0.0031496063
730651-14,0.074141049,0,0,0,0,0.0090415913,0,0,0,0.0054249548,0,0.023508137,0,0.36708861,0.0018083183,0,0,0,0,0
730651-15,0.15360502,0,0,0,0,0,0,0,0,0,0,0.012539185,0,0.2539185,0,0.047021944,0,0,0,0.0062695925
730658-1,0.068143101,0.0017035775,0.0085178876,0,0,0,0.011925043,0,0,0.0017035775,0,0.04088586,0,0.069846678,0.010221465,0.35264055,0,0,0,0
730658-2,0.085284281,0.0033444816,0,0.008361204,0,0.0033444816,0.045150502,0,0,0.016722408,0,0.010033445,0,0.050167224,0.035117057,0.26086957,0,0,0.0033444816,0.0016722408
730658-3,0.077155825,0,0,0,0.012102874,0,0.02269289,0.0060514372,0.0075642965,0.024205749,0.015128593,0.033282905,0.0015128593,0.028744327,0,0.30711044,0,0.015128593,0,0
730658-4,0.098196393,0.01002004,0,0.0080160321,0,0,0,0,0,0,0,0,0,0.018036072,0.04008016,0.34869739,0,0,0.002004008,0
730658-5,0.12359551,0,0,0.02247191,0,0,0,0,0,0.015730337,0.002247191,0.015730337,0,0,0.011235955,0.32359551,0,0,0,0.006741573
730658-6,0.091065292,0,0,0.0017182131,0,0.013745704,0.018900344,0.0034364261,0,0.0034364261,0.010309278,0.0017182131,0.0051546392,0.049828179,0.017182131,0.31271478,0,0.0068728522,0,0
730658-7,0.087301587,0,0,0,0.001984127,0.0079365079,0.015873016,0,0,0.057539683,0.015873016,0.021825397,0.035714286,0.055555556,0,0.23015873,0,0,0,0
730658-8,0.089320388,0,0.015533981,0.0019417476,0,0,0,0.052427184,0,0,0,0.0077669903,0,0.13203883,0,0.15728155,0.0038834951,0.015533981,0.0038834951,0.0097087379
730658-9,0.060903733,0.0039292731,0,0,0.0039292731,0.0039292731,0.011787819,0,0,0.017681729,0.0078585462,0,0.0019646365,0.074656189,0.0078585462,0.30451866,0,0,0,0
730658-10,0.054347826,0,0.0093167702,0.020186335,0.0062111801,0,0.02484472,0.010869565,0,0,0,0.048136646,0,0.026397516,0,0.25621118,0,0.0046583851,0,0.054347826
730655-1,0.10991379,0,0,0.10344828,0,0,0.11206897,0,0.012931034,0,0,0.0021551724,0,0.0086206897,0.049568966,0.099137931,0,0,0,0.038793103
730655-2,0.10159652,0,0,0.14513788,0.021770682,0,0.13497823,0,0,0.0014513788,0,0.023222061,0,0.0043541364,0.013062409,0.03628447,0,0,0,0
730655-3,0.10526316,0.034586466,0,0.12180451,0,0.0030075188,0.045112782,0,0,0,0,0.010526316,0,0.0045112782,0.010526316,0.10225564,0,0.0030075188,0.0015037594,0.02406015
730655-4,0.027600849,0,0,0.34394904,0,0,0,0,0.012738854,0.0042462845,0.016985138,0.010615711,0,0.038216561,0,0.0021231423,0,0.0021231423,0,0
730655-5,0.080424886,0,0.0015174507,0.30955994,0,0,0.010622155,0,0,0,0,0.004552352,0.0015174507,0.02124431,0.004552352,0.027314112,0,0,0,0
730655-6,0.07495069,0,0,0.38856016,0,0.0019723866,0,0,0,0.015779093,0,0.0039447732,0,0,0.0059171598,0,0,0.0019723866,0,0
730655-7,0.068493151,0,0.002739726,0.29041096,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0.010958904
730655-8,0.03875969,0.0058139535,0.0058139535,0.33139535,0,0,0.003875969,0,0,0,0,0,0,0,0.0096899225,0,0,0.0058139535,0,0
730655-9,0.024070022,0,0,0.3785558,0.0021881838,0,0,0,0,0,0,0,0,0.0021881838,0,0,0.0021881838,0.0021881838,0.0065645514,0
730655-10,0.064272212,0,0,0.2268431,0.0018903592,0,0,0.0037807183,0,0.0056710775,0.0018903592,0,0.0037807183,0,0.049149338,0.015122873,0,0.011342155,0,0
730655-11,0.049535604,0,0,0.2879257,0,0,0.0092879257,0,0,0.0030959752,0,0,0,0.018575851,0,0,0,0,0.0061919505,0
730655-12,0.04770017,0.023850085,0.003407155,0.32197615,0,0,0,0,0,0.0051107325,0,0.003407155,0,0.02725724,0,0.01362862,0,0.0017035775,0,0
730655-13,0.070240296,0,0,0.47874307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730655-14,0.095791001,0.010159652,0,0.22931785,0,0,0,0.0014513788,0,0.0029027576,0,0.007256894,0,0.029027576,0,0,0,0.0014513788,0,0.068214804
730655-15,0.098550725,0,0,0.24637681,0,0,0.0086956522,0,0,0.02173913,0,0,0,0,0,0.0057971014,0,0.0086956522,0,0.013043478
730655-16,0.11089866,0,0,0.21606119,0.0038240918,0,0,0,0,0.013384321,0,0,0,0.017208413,0.021032505,0,0,0.0076481836,0.0038240918,0.0038240918
